architect_id,architectJa,architectEn,slug
540,富永讓＋フオルムシステム研究所,YUZURU TOMINAGA+FORM SYSTEM INSTITUE,yuzuru-tominaga-form-system-institue
542,東京都都市防災本部／東京都住宅局／日建設計,Tokyo metropolitan government urban disaster prevention headquarters / tokyo metropolitan government housing bureau / nikken sekkei,tokyo-metropolitan-government-urban-disaster-prevention-headquarters-tokyo-metropolitan-government-housing-bureau-nikken-sekkei
543,内田繁　三橋いく代,Shigeru uchida ikuyo mitsuhashi,shigeru-uchida-ikuyo-mitsuhashi-543
548,PALインターナショナル,Pal international,pal-international
549,都住創プロジェクトチーム,Metropolitan housing creation project team,metropolitan-housing-creation-project-team
550,堀江武之＋アトリエRIX,Takeyuki horie + atelier rix,takeyuki-horie-atelier-rix
555,建築研究室DAP,ARCHITECTURAL ATELIER DIG AND PILE,architectural-atelier-dig-and-pile
556,友常仁二,Jinji tomotsune,jinji-tomotsune
559,難波俊作,Shunsaku namba,shunsaku-namba
560,小宮山昭・ジェド建築設計研究所,"Akira komiyama jeddo architects & engineers, inc.",akira-komiyama-jeddo-architects-engineers-inc
561,石田設計事務所,Ishida design office,ishida-design-office
562,園山高茂,Takashige sonoyama,takashige-sonoyama
563,神谷五男＋都市環境建築設計所,ITSUO KAMIYA & ASSOCIATES,itsuo-kamiya-associates-563
565,早川邦彦＋建築計画工房,Kunihiko hayakawa + architectural planning studio,kunihiko-hayakawa-architectural-planning-studio
566,清田育男,Ikuo kiyota,ikuo-kiyota
567,渡辺明次建築研究室,Akitsugu watanabe architectural laboratory,akitsugu-watanabe-architectural-laboratory
568,三創建築都市設計,Sanso kenchiku toshi sekkei,sanso-kenchiku-toshi-sekkei
569,大熊喜英,Yoshihide okuma,yoshihide-okuma
570,田中清,Kiyoshi tanaka,kiyoshi-tanaka
571,野村加根夫,Kaneo nomura,kaneo-nomura
573,山本理顕設計工場,RIKEN YAMAMOTO & FIELD SHOP,riken-yamamoto-field-shop-573
579,瀧光夫・三宅宣哉,"Mitsuo taki, nobuya miyake",mitsuo-taki-nobuya-miyake
580,森義純建築設計室,YOSHINORI MORI + CORE ARCHITECTS & ASSOCIATES,yoshinori-mori-core-architects-associates-580
582,日本大学理工学部理工学研究所,"Research Institute for Science and Engineering, College of Science and Technology, Nihon University",research-institute-for-science-and-engineering-college-of-science-and-technology-nihon-university
604,早川邦彦建築研究室,KUNIHIKO HAYAKAWA ARCHITECT & ASSOCIATES,kunihiko-hayakawa-architect-associates
606,富永譲＋フォルム・システム研究所,Yuzuru tominaga + form systems research institute,yuzuru-tominaga-form-systems-research-institute
615,椎名政夫建築設計事務所,"OSAKI CAMPUS REDEVELOPMENT PROJECT, RISSHO UNIVERSITY",osaki-campus-redevelopment-project-rissho-university
617,電電公社関東電気通信局建築部,"Building department, kanto telecommunications bureau, nippon telegraph and telephone public corporation",building-department-kanto-telecommunications-bureau-nippon-telegraph-and-telephone-public-corporation
618,電電公社建築局,Nippon telegraph and telephone public corporation building bureau,nippon-telegraph-and-telephone-public-corporation-building-bureau
619,井上武吉,"SHIGERU BAN, ARCHITECT",shigeru-ban-architect
624,石間工務店,Ishima corporation,ishima-corporation
628,原広司＋アトリエφ,Hiroshi hara + atelier φ,hiroshi-hara-atelier-φ-628
629,ESTEC,Estec,estec
630,松本光生建築設計事務所,Mitsuo matsumoto architects & engineers,mitsuo-matsumoto-architects-engineers
632,ASTM企業連合,Astm corporate alliance,astm-corporate-alliance
634,横川隆一,Ryuichi yokokawa,ryuichi-yokokawa
635,大杉喜彦,Yoshihiko osugi,yoshihiko-osugi
637,北川原温／北河原環境建築設計事務所,"Atsushi kitagawara / kitagawara environmental architects & engineers, inc.",atsushi-kitagawara-kitagawara-environmental-architects-engineers-inc
638,八木こうじ,Yagi kouji,yagi-kouji
640,伊藤哲夫,Tetsuo ito,tetsuo-ito
641,河原一郎建築設計事務所,arck. ICHIRO KAWAHARA & Associates,arck-ichiro-kawahara-associates
645,AZ institute 環境計画研究所＋山崎泰孝研究室,Az institute environmental planning institute + yasutaka yamazaki laboratory,az-institute-environmental-planning-institute-yasutaka-yamazaki-laboratory
647,黒川哲郎＋ハードウェア,Tetsuro kurokawa + hardware,tetsuro-kurokawa-hardware
650,池原研究室,IKEHARA Laboratory,ikehara-laboratory
654,曽根幸一・環境設計研究所,KOICHI SONE & ENVIRONMENTAL DESIGN ASSOCIATES,koichi-sone-environmental-design-associates
656,大阪府建築部営繕室＋東畑建築事務所,Osaka prefectural building department repair office + higashibata architects & engineers,osaka-prefectural-building-department-repair-office-higashibata-architects-engineers
658,大江宏建築事務所,"HIROSHI OHE, ARCHITECT AND ASSOCIATES",hiroshi-ohe-architect-and-associates-658
659,小杉建築研究室,Kosugi architectural laboratory,kosugi-architectural-laboratory
661,高須賀晋1級建築士事務所,Susumu takasuga 1st class architect office,susumu-takasuga-1st-class-architect-office
663,大成建設＋竹中工務店,Taisei corporation + takenaka corporation,taisei-corporation-takenaka-corporation
664,戸田建設＋厳建築研究所＋三豊建築研究所,Toda corporation + itsuki kenchiku kenkyusho + mitutoyo kenchiku kenkyusho,toda-corporation-itsuki-kenchiku-kenkyusho-mitutoyo-kenchiku-kenkyusho
665,萩原克彦設計事務所,Katsuhiko Hagiwara Design Office,katsuhiko-hagiwara-design-office
667,森義純建築設計室(C.U.A.),Yoshizumi mori architectural design office (c.u.a.),yoshizumi-mori-architectural-design-office
668,佐藤工業,SATO KOGYO,sato-kogyo
669,柴田・高・設計プランニング事務所,"Shibata, taka & design planning office",shibata-taka-design-planning-office
670,吉田五十八研究室,Yoshida 58 laboratory,yoshida-58-laboratory
671,中山繁信設計室,SHIGENOBU NAKAYAMA Architects and Associates,shigenobu-nakayama-architects-and-associates
672,YAS都市研究所（橋本文隆）,Yas urban research institute (fumitaka hashimoto),yas-urban-research-institute-672
674,AUR建築・都市・研究コンサルタント,"Aur architectural, urban and research consultants",aur-architectural-urban-and-research-consultants
675,神戸市住宅局営繕部＋坂倉建築研究所大阪事務所,Kobe city housing bureau repair department + sakakura architects & engineers osaka office,kobe-city-housing-bureau-repair-department-sakakura-architects-engineers-osaka-office
679,天野・吉原設計事務所,Amano & yoshihara design office,amano-yoshihara-design-office
682,パンデコン建築研究所,Pandekon architectural institute,pandekon-architectural-institute
683,横河健,KEN YOKOGAWA ARCHITECT & ASSOCIATES,ken-yokogawa-architect-associates-683
691,美建．計事務所,Biken. accounting office,biken-accounting-office
693,松本建築設計事務所,Matsumoto architects & engineers,matsumoto-architects-engineers
708,川崎市＋神谷・荘司計画設計事務所,Kawasaki city + kamiya & soji planning and design office,kawasaki-city-kamiya-soji-planning-and-design-office
709,大阪府企業局建設課＋坂倉建築研究所大阪事務所,"Construction division, osaka prefectural enterprise bureau + sakakura architects & engineers osaka office",construction-division-osaka-prefectural-enterprise-bureau-sakakura-architects-engineers-osaka-office
711,前川建築設計事務所,MAEKAWA ASSOCIATES AND ENGINEERS,maekawa-associates-and-engineers
712,谷口・五井設計共同体,Taniguchi-goi design joint venture,taniguchi-goi-design-joint-venture
713,野田正治建築アトリエ,Shoji noda architects atelier,shoji-noda-architects-atelier
716,山田初江,Hatsue yamada,hatsue-yamada
718,A.L.P.設計室,A.l.p. design office,a-l-p-design-office
721,板垣元彬建築事務所,M.ITAGAKI ARCHITECT & ASSOCIATES,m-itagaki-architect-associates
722,富岡伊都子,Itsuko tomioka,itsuko-tomioka
726,林雅子,Masako hayashi,masako-hayashi-726
733,アトリエOAK,Atelier oak,atelier-oak
737,毛綱モン太毅曠architects,Monta kihei ketsuna architects,monta-kihei-ketsuna-architects
738,神谷五男＋都市環境・建築設計所,Itsuo kamiya + urban environment & architectural design office,itsuo-kamiya-urban-environment-architectural-design-office
739,設計・計画工房　谷口吉生　高宮真介,Design and planning studio yoshio taniguchi shinsuke takamiya,design-and-planning-studio-yoshio-taniguchi-shinsuke-takamiya
743,伊丹潤建築研究所,JUN ITAMI ARCHITECT A RESEARCH INSTITUTE,jun-itami-architect-a-research-institute
745,fromnow建築計画事務所,Fromnow architectural planning office,fromnow-architectural-planning-office
748,前川國男建築設計事務所,Kunio maekawa architects & engineers,kunio-maekawa-architects-engineers-748
753,シヴィック・デザイン研究所,Civic design institute,civic-design-institute
758,西野善介建築研究所・ZENPLAN,"Yoshisuke nishino architects & engineers, zenplan",yoshisuke-nishino-architects-engineers-zenplan
759,パシフィックコンサルタント＋坂倉建築研究所＋西野善介建築研究所,Pacific consultant + sakakura & associates + yoshisuke nishino & associates,pacific-consultant-sakakura-associates-yoshisuke-nishino-associates
760,井出一済建築設計事務所,"Ide kazuza architects & engineers, inc.",ide-kazuza-architects-engineers-inc
762,港湾環境エンジニアリング・環境デザイン研究所,Port environmental engineering & environmental design laboratory,port-environmental-engineering-environmental-design-laboratory
764,美建・設計事務所．石井修,Biken design office. osamu ishii,biken-design-office-osamu-ishii-764
767,黒川建築事務所,Kurokawa architectural office,kurokawa-architectural-office
770,神戸市住宅局営繕部＋瀧光夫＋荒木造園設計事務所,Kobe city housing bureau repair department + mitsuo taki + araki landscape design office,kobe-city-housing-bureau-repair-department-mitsuo-taki-araki-landscape-design-office
772,PALインターナショナルー級建築士事務所,Pal international - class a architect office,pal-international-class-a-architect-office
773,相田武文設計研究所＋中島建築事務所,Takefumi aida design institute + nakajima architects office,takefumi-aida-design-institute-nakajima-architects-office
774,日本住宅公団関西支社＋環境・建築研究所,Japan housing corporation kansai branch + environment & building research institute,japan-housing-corporation-kansai-branch-environment-building-research-institute
775,現代計画研究所＋山下和正建築研究所,Gendai planning institute + kazumasa yamashita architectural institute,gendai-planning-institute-kazumasa-yamashita-architectural-institute
777,神戸市住宅局＋坂倉建築研究所大阪事務所,Kobe city housing bureau + sakakura architectural institute osaka office,kobe-city-housing-bureau-sakakura-architectural-institute-osaka-office
779,大阪府住宅供給公社＋坂倉建築研究所大阪事務所,Osaka prefectural housing supply corporation + sakakura architectural institute osaka office,osaka-prefectural-housing-supply-corporation-sakakura-architectural-institute-osaka-office
780,日本住宅公団関西支社＋坂倉建築研究所大阪事務所＋昭和事務所,Japan housing corporation kansai branch + sakakura architects & engineers osaka office + showa office,japan-housing-corporation-kansai-branch-sakakura-architects-engineers-osaka-office-showa-office
781,日本住宅公団関西支社＋坂倉建築研究所大阪事務所,Japan housing corporation kansai branch + sakakura architects & engineers osaka office,japan-housing-corporation-kansai-branch-sakakura-architects-engineers-osaka-office
789,北川原環境建築設計事務所／ILCD,Kitagawara environmental architects / ilcd,kitagawara-environmental-architects-ilcd
792,Team Zoo　象設計集団,Team zoo elephant design group,team-zoo-elephant-design-group
795,能勢次郎,Jiro nose,jiro-nose
796,翔アトリエ,Sho atelier,sho-atelier
797,小野辺均　内木政治,Hitoshi onobe uchiki politics,hitoshi-onobe-uchiki-politics
798,竹中左右平,Takenaka Left and Right,takenaka-left-and-right
800,前島晴夫,Haruo maejima,haruo-maejima
801,三橋いく代,Ikuyo mitsuhashi,ikuyo-mitsuhashi
804,村上徹建築設計事務所,TORU MURAKAMI ARCHITECT & ASSOCIATES,toru-murakami-architect-associates
807,吉村順三設計事務所,JUNZO YOSHIMURA ARCHITECT,junzo-yoshimura-architect
809,小島孜,Assiduously,assiduously
810,佐賀和光,Saga wako,saga-wako
814,筑波大学中央図書館設計小委員会＋岡田新一設計事務所,University of tsukuba central library design subcommittee + shinichi okada design office,university-of-tsukuba-central-library-design-subcommittee-shinichi-okada-design-office
815,山下設計,YAMASHITA SEKKEI,yamashita-sekkei-815
824,坪井善正,Yoshimasa tsuboi,yoshimasa-tsuboi
825,電々公社建築局,Electric company building department,electric-company-building-department
829,小林英嗣,Eiji kobayashi,eiji-kobayashi
830,環境設計21,Environmental design 21,environmental-design-21
831,倉本たつひこ建築計画室,TATSUHIKO G. KURAMOTO ARCHITECT,tatsuhiko-g-kuramoto-architect
832,宮下勇,Isamu miyashita,isamu-miyashita
835,香山アトリエ＋環境造形研究所,KOYAMA ATELIER,koyama-atelier-835
843,丸川建築設計事務所,Marukawa architectural design office,marukawa-architectural-design-office
845,指宿真智雄・建築デザイン,"Machio ibusuki, architectural design",machio-ibusuki-architectural-design
846,武蔵野建築事務所,Musashino architectural office,musashino-architectural-office
848,工学院大学建築学科大学施設委員会,"University facilities committee, department of architecture, kogakuin university",university-facilities-committee-department-of-architecture-kogakuin-university
